District,Month,Visitors,Year,Season
Jangann,May,5154.206134589335,2023,Winter
Mulugu,December,45512.92346257628,2021,Monsoon
Bhadradri Kothagudem,March,81522.54934922664,2021,Autumn
Sangareddy,October,150140.61587655696,2022,Winter
Vikarabad,August,81487.8771065948,2018,Autumn
Karimnagar,December,6105.218962926599,2020,Summer
Wanaparthy,September,23432.463673989234,2020,Monsoon
Khammam,August,0.0,2020,Monsoon
Karimnagar,December,0.0,2021,Autumn
Kamareddy,October,0.0,2021,Monsoon
Hanumakonda,September,8.036411225797433,2020,Autumn
Nalgonda,October,0.0,2022,Autumn
Medak,December,70432.94271692113,2020,Winter
Komaram Bheem Asifabad,September,0.0,2021,Monsoon
Rajarina Sircilla,December,0.0,2020,Monsoon
Bhadradri Kothagudem ,December,82563.42826492965,2020,Summer
Nalgonda,September,2440.4418741327636,2020,Winter
Medchal ,October,86174.13864597597,2020,Winter
Nizamabad,December,36753.30938418576,2020,Autumn
Warangal (Rural),February,30912.319184616816,2020,Winter
Kamareddy,May,0.0,2021,Winter
Jayashankar Bhoopalpally,May,150634.19010980809,2018,Winter
Jangaon ,December,11931.933740281838,2020,Summer
Kamareddy ,November,47.543910825229766,2019,Summer
Nalgonda & Suryapet,April,12510.189620183854,2023,Autumn
Siddipet,September,0.0,2021,Monsoon
Jagtial,October,0.0,2021,Autumn
Sangareddy,November,0.0,2020,Monsoon
YadadriBhongir,April,653934.6862890179,2022,Autumn
Mulugu,August,51845.17048285534,2022,Autumn
Jogulamba Gadwal,May,0.0,2020,Monsoon
Nalgonda,December,0.0,2020,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",January,561.8606396537792,2022,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",June,212215.91045470786,2021,Autumn
Medchal ,April,83069.59942132224,2020,Winter
Mahabubabad,March,0.0,2020,Summer
YadadriBhongir,November,714333.8475381987,2022,Summer
Jayashankar Bhoopalpally,May,31109.157739437956,2019,Summer
Wanaparthy,August,1911.5444188929428,2020,Autumn
Wanaparthy,March,18851.462172936263,2020,Monsoon
Kamareddy ,March,47.0991244561607,2019,Monsoon
Kamareddy,July,39.721422646033695,2023,Autumn
Medak,May,83130.70049333983,2022,Monsoon
Warangal (Rural),March,6.27633506687812,2020,Winter
Hanumakonda,November,8.08133238452873,2021,Summer
Adilabad,June,0.0,2022,Winter
Narayanpet,February,0.0,2022,Winter
Medak ,August,0.0,2020,Winter
Vikarabad,May,83559.67128425087,2020,Summer
Wanaparthy,November,0.0,2022,Winter
Peddapalli,June,440.30885109159647,2020,Winter
Nizamabad,July,0.0,2020,Summer
Nizamabad,January,0.0,2021,Autumn
Suryapet,January,0.0,2021,Summer
Yadadri Bhongir,February,0.0,2021,Summer
Sangareddy ,April,0.0,2020,Winter
Nalgonda,May,26946.98203675162,2019,Summer
Warangal (Rural),October,0.0,2020,Summer
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",May,8825.6961189639,2020,Summer
Vikarabad,August,82773.08547288539,2020,Summer
Mancherial,March,10501.724134204918,2020,Autumn
Bhadradri Kothagudem,September,0.0,2021,Monsoon
Jangaon,July,0.0,2020,Autumn
Wanaparthy,December,0.0,2021,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",June,78.18611527140126,2021,Autumn
Mancherial,June,10140.59888717084,2020,Winter
Kamareddy,November,0.0,2023,Autumn
Rajanna Sircilla,November,0.0,2021,Monsoon
Rajarina Sircilla,November,649146.1110058646,2020,Autumn
Jogulamba Gadwal ,June,0.0,2020,Monsoon
Khammam,October,0.0,2020,Autumn
Komaram Bheem Asifabad,September,0.0,2021,Winter
Wanaparthy,May,0.0,2020,Summer
Nalgonda & Suryapet,August,0.0,2020,Autumn
Karimnagar ,September,9138.25719740995,2019,Summer
Narayanapet,February,104246.40327026666,2020,Monsoon
Jangaon ,October,0.0,2020,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",November,1273314.651835469,2022,Winter
RajannaSircilla,May,533881.2702413565,2022,Summer
Medak,May,0.0,2020,Summer
Nagarkurnool,November,120819.70345033673,2021,Autumn
Jogulamba Gadwal ,July,0.0,2020,Winter
Jangaon,December,0.0,2021,Monsoon
Rajanna Sircilla ,July,62921.046287552046,2020,Summer
Hanumakonda,March,8.673238614768978,2023,Summer
Kamareddy,December,45.8946537720703,2021,Summer
Yadadri Bhongir,October,632403.3397134064,2020,Autumn
Jogulamba Gadwal,December,0.0,2022,Monsoon
Mancherial,January,15681.437881151183,2020,Monsoon
BhadradriKothagudem,February,106423.53898378974,2022,Winter
Peddapalli,September,629.5982917782358,2021,Winter
Nagarkurnool,February,0.0,2022,Summer
Yadadri Bhongir,April,0.0,2020,Winter
Jayashankar Bhoopalpally,October,0.0,2020,Autumn
YadadriBhongir,May,801693.7281456451,2020,Summer
Karimnagar ,May,0.0,2020,Monsoon
Nalgonda & Suryapet,December,265620.67396011,2020,Monsoon
Kamareddy,September,41.59157198179002,2023,Monsoon
Mulugu,September,10.356038332538368,2020,Winter
Karimnagar,October,4395.038509654148,2020,Autumn
Mahabubabad,January,0.0,2022,Monsoon
Wanaparthy,December,1782.7566009542957,2020,Winter
Warangal,April,16559.650583441213,2023,Monsoon
Warangal (Rural),August,861.2100646368366,2020,Summer
Bhadradri Kothagudem ,March,0.0,2020,Summer
Suryapet,September,86441.70498406659,2020,Winter
Hunmakonda,April,44364.41858574719,2022,Monsoon
Sangareddy,April,66273.21227902212,2023,Summer
Komaram Bheem Asifabad,November,0.0,2020,Winter
Komaram Bheem Asifabad,August,0.0,2020,Autumn
Mahabubabad,November,3088.6359151696033,2020,Autumn
Komaram Bheem Asifabad,July,0.0,2020,Monsoon
Adilabad,December,0.0,2023,Autumn
Nalgonda,December,8752.89384986099,2020,Autumn
Bhadradri Kothagudem,April,39543.87679027042,2020,Winter
Suryapet,May,0.0,2020,Winter
Adilabad,April,0.0,2020,Autumn
Suryapet,May,0.0,2022,Monsoon
Jogulamha Gadwal,July,0.0,2020,Monsoon
Jogulamha Gadwal,September,39239.96954055278,2023,Winter
Medchal ,July,88372.29897957778,2020,Summer
Mancherial,December,0.0,2020,Autumn
Nizamabad,September,0.0,2020,Summer
Jogulamha Gadwal,September,39205.50628998512,2023,Winter
Mancherial,December,12394.600886986264,2023,Summer
Nalgonda & Suryapet,January,8899.015350463604,2021,Summer
Komaram Bheem Asifabad,November,0.0,2020,Monsoon
Medak ,October,0.0,2020,Autumn
Medak,January,101057.21415525183,2023,Autumn
Medchal ,December,85899.10581624873,2018,Autumn
Jangaon,October,10691.449661722083,2021,Winter
Bhadradri Kothagudem,July,0.0,2023,Winter
Vikarabad,December,84697.36611803765,2020,Winter
Jangann,April,0.0,2020,Winter
BhadradriKothagudem,January,81479.96696706986,2022,Summer
Jayashankar Bhoopalpally,November,49786.35642341358,2019,Monsoon
Komaram Bheem Asifabad,December,0.0,2023,Summer
Narayanapet,September,63595.07047114264,2020,Summer
Medak,March,1571025.2810654289,2022,Autumn
Kamareddy,June,24.20471176598324,2020,Winter
Mahabubabad,October,0.0,2022,Autumn
Jayashankar Bhoopalpally,August,15030.799409084591,2023,Winter
Yadadri Bhongir,August,0.0,2023,Monsoon
Hyderabad,November,277573.2069124879,2020,Summer
Medak,August,32824.66277309731,2021,Winter
Mahabubabad,June,899.8329973031463,2021,Summer
Karimnagar ,December,4157.5918994219965,2020,Autumn
Jangaon ,July,2700.718191359327,2020,Summer
Khammam,October,0.0,2022,Autumn
Nirmal,December,306895.9497053498,2019,Winter
Karimnagar ,May,0.0,2020,Autumn
Vikarabad,August,82038.75192864978,2020,Winter
Mulugu,July,0.0,2020,Winter
Komaram Bheem Asifabad,September,0.0,2022,Summer
Komaram Bheem Asifabad,July,0.0,2020,Autumn
Adilabad,November,0.0,2021,Monsoon
Jangaon,March,0.0,2021,Winter
Yadadri Bhongir,December,0.0,2020,Monsoon
Siddipet,February,204743.9031604605,2020,Summer
Warangal (Urban),June,137731.19885725097,2019,Summer
Mancherial,February,0.0,2020,Winter
Nagarkurnool ,June,0.0,2020,Autumn
Sangareddy ,February,723125.538463634,2020,Summer
Siddipet,July,24024.618942084908,2020,Autumn
Jangaon,October,0.0,2021,Winter
Mulugu,August,0.0,2020,Monsoon
Suryapet,June,0.0,2021,Autumn
Nirmal,January,0.0,2020,Summer
Suryapet,February,86803.94629973444,2020,Winter
Nirmal,March,0.0,2021,Autumn
Nalgonda,February,0.0,2021,Winter
Mancherial,January,10604.88882879827,2020,Monsoon
Adilabad,May,1226.2488266043351,2021,Autumn
Jagtial,May,0.0,2021,Monsoon
Nalgonda & Suryapet,November,17988.042392067393,2023,Autumn
Peddapalli,August,0.0,2020,Winter
Rajarina Sircilla,February,533827.3086338401,2023,Autumn
Medak ,October,0.0,2020,Winter
YadadriBhongir,April,676904.823652671,2022,Winter
Jayashankar Bhoopalpally,January,6285718.865594132,2018,Monsoon
Siddipet,May,0.0,2020,Autumn
Siddipet,April,0.0,2020,Autumn
Nizamabad,February,6594.762331423029,2020,Monsoon
Khammam,April,0.0,2020,Monsoon
Mancherial,January,0.0,2022,Monsoon
KommramBheentAsifabad,July,157.63119857864837,2020,Monsoon
Jangaon,April,10349.709460668835,2021,Monsoon
Bhadradri Kothagudem,March,0.0,2020,Summer
Sangareddy ,April,157482.74649213927,2018,Autumn
Komaram Bheem Asifabad,October,0.0,2021,Winter
Jogulamba Gadwal ,May,133594.1772098286,2018,Monsoon
Kamareddy,March,0.0,2020,Monsoon
Khammam,April,0.0,2020,Monsoon
Mahbubnagar,May,0.0,2020,Summer
Jangaon ,January,17350.034553906098,2018,Summer
Nirmal,December,0.0,2022,Monsoon
Yadadri Bhongir,December,0.0,2020,Monsoon
Nagarkurnool,February,86148.63930891699,2020,Autumn
Medak,September,0.0,2020,Monsoon
Karimnagar ,November,0.0,2020,Summer
Nalgonda & Suryapet,January,18382.269493999273,2020,Summer
Jagtial ,January,355338.89402787865,2020,Autumn
Karimnagar,October,0.0,2022,Autumn
Wanaparthy,April,25276.582124755892,2020,Winter
Mulugu,May,154248.94640282067,2019,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",April,765345.1092115103,2022,Monsoon
Nirmal,August,0.0,2021,Winter
KornaramBheentAsiTabad,October,818.0608526021197,2022,Monsoon
Mababubnagar,October,48068.385043369155,2020,Autumn
Hunmakonda,September,0.0,2022,Monsoon
Mahabubabad,April,3289.520976336444,2021,Autumn
Mahbubnagar,August,0.0,2022,Summer
Rajanna Sircilla ,January,2289905.0985256024,2020,Winter
Adilabad,March,17413.656110449847,2023,Winter
Mahbubnagar,December,0.0,2020,Winter
Nagarkurnool,August,128736.0645650219,2022,Winter
Warangal,December,15257.771197110858,2023,Winter
Siddipet,January,176430.66527300712,2021,Monsoon
Mahabubabad,February,0.0,2022,Autumn
Komaram Bheem Asifabad,April,0.0,2022,Summer
Adilabad,December,0.0,2020,Summer
JogulambaGadwai,September,159370.97959435108,2021,Winter
Sangareddy,January,0.0,2021,Winter
Peddapalli,February,2329.61615349694,2020,Autumn
Nagarkurnool,June,0.0,2022,Autumn
Nalgonda,November,6531.791740523592,2020,Winter
Jogulamba Gadwal ,June,0.0,2020,Monsoon
Jogulamba Gadwal,August,0.0,2020,Winter
Wanaparthy,September,0.0,2021,Winter
Suryapet,June,0.0,2022,Autumn
Nirmal,June,0.0,2022,Autumn
Nagarkurnool,January,198239.85976198007,2020,Monsoon
Khammam,April,134387.0247406844,2019,Monsoon
Adilabad,August,684.2469777267557,2020,Autumn
Yadadri Bhongir,June,159128.95504642624,2021,Autumn
Narayanapet,March,134360.49508741676,2022,Autumn
Sangareddy,May,14590.20381920219,2021,Autumn
Adilabad,January,0.0,2023,Autumn
Adilabad,June,9572.030892183138,2019,Summer
Jogulamba Gadwal ,June,25912.46686509471,2020,Summer
Khammam,June,0.0,2023,Winter
Wanaparthy ,December,0.0,2020,Autumn
Rajanna Sircilla,January,0.0,2021,Monsoon
Khammam,February,113992.66962996253,2020,Monsoon
Komaram Bheem Asifabad,March,813.3496305281192,2020,Summer
Adilabad,July,20679.4337215843,2020,Winter
Jayashankar Bhoopalpally,February,0.0,2022,Summer
Mahabubabad,August,3332.7532107428515,2022,Monsoon
Narayanapet,March,21633.084973551744,2020,Winter
Nagarkurnool,February,0.0,2022,Summer
Sangareddy,January,0.0,2023,Summer
Hunmakonda,March,8.356401221555862,2020,Summer
JogulambaGadwai,September,149574.23442655976,2021,Summer
Warangal (Rural),July,0.0,2020,Autumn
Adilabad,May,12598.816212322294,2023,Summer
Khammam,March,56972.394059363374,2020,Autumn
Mancherial,June,206.5745662680564,2020,Monsoon
Jogulamba Gadwal,January,0.0,2022,Monsoon
JogulambaGadwaI,January,167242.9042402812,2022,Monsoon
Sangareddy ,April,159920.39459929985,2018,Autumn
Medchal ,January,80319.53090457532,2018,Autumn
Rajanna Sircilla ,January,0.0,2020,Monsoon
Khammam,March,56530.78153675675,2020,Autumn
Komaram Bheem Asifabad,October,0.0,2020,Autumn
Siddipet,December,0.0,2020,Monsoon
Nizamabad,April,0.0,2020,Winter
Wanaparthy,April,0.0,2020,Summer
Jayashankar Bhoopalpally,April,0.0,2020,Monsoon
Jogulamba Gadwal,March,0.0,2022,Summer
Mulugu,February,9088020.150772138,2020,Winter
Jagtial,December,255235.04251278695,2021,Summer
Nalgonda & Suryapet,June,17194.982981904384,2022,Summer
Jangaon,March,5832.4392610360255,2022,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",August,954766.9024688338,2020,Autumn
Warangal (Rural),February,0.0,2020,Autumn
Mahabubabad,September,0.0,2020,Winter
Peddapalli,May,0.0,2020,Summer
Adilabad,May,0.0,2022,Summer
Khammam,May,0.0,2020,Winter
Nalgonda & Suryapet,October,13898.760079067713,2020,Winter
Peddapa li,February,0.0,2020,Autumn
Siddipet,March,68404.36537502646,2021,Winter
Mahabubabad,August,3459.310387149479,2020,Monsoon
Rajarina Sircilla,July,281734.27581525326,2023,Autumn
Nirmal,March,0.0,2020,Autumn
Komaram Bheem Asifabad,August,56.01406786302029,2020,Winter
Nagarkurnool,February,80727.82313663003,2020,Autumn
Ranga Reddy,June,88050.00338645867,2019,Summer
Suryapet,April,0.0,2020,Autumn
Mancherial,September,5715.371719700738,2021,Winter
Sangareddy,December,37631.86801905532,2020,Monsoon
Mahabubnagar,September,0.0,2021,Monsoon
Medak,August,0.0,2020,Summer
Hunmakonda,November,0.0,2022,Autumn
Siddipet,July,36891.52710270273,2020,Autumn
Jagtial,January,0.0,2022,Autumn
Warangal (Urban),March,143067.71073367423,2018,Summer
Mancherial,February,11975.649850710233,2020,Autumn
Nirmal,June,345201.81716540654,2019,Summer
Kamareddy,October,0.0,2020,Autumn
Nagarkurnool,March,0.0,2020,Winter
Kamareddy,December,44.27060192575766,2021,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",April,4770.655615697483,2022,Summer
Jangaon,February,0.0,2022,Winter
Siddipet,October,71791.03600112416,2020,Monsoon
Bhadradri Kothagudem ,March,430164.26621744904,2018,Winter
Nalgonda,November,0.0,2020,Winter
Peddapalli,August,0.0,2020,Winter
Rajanna Sircilla ,May,1000051.4983982876,2018,Summer
Sangareddy,September,46811.12651940561,2021,Summer
Jangaon,May,6342.420670012836,2022,Summer
Jangaon ,August,2885.598623084809,2020,Summer
Yadadri Bhongir,March,131454.68730053212,2020,Monsoon
Nirmal,August,0.0,2020,Summer
Mancherial,August,0.0,2020,Autumn
Warangal (Urban),July,0.0,2020,Winter
Peddapalli,August,763.273770628018,2022,Monsoon
Jangaon ,August,28431.376121026944,2019,Summer
Nalgonda,December,0.0,2022,Summer
Adilabad,July,20172.065680497657,2020,Winter
RajannaSircilla,August,484943.13920319773,2020,Summer
Kamareddy,October,0.0,2021,Monsoon
Mahbubnagar,October,0.0,2020,Autumn
Ranga Reddy,November,81559.37404389547,2020,Monsoon
Nirmal,June,405705.19367604575,2020,Summer
Mahbubnagar,June,31695.3608928322,2020,Monsoon
Medak,February,0.0,2020,Autumn
Nagarkurnool,September,0.0,2020,Monsoon
Medak ,September,0.0,2020,Summer
Warangal (Rural),December,10.892386632099734,2022,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",November,772.816999182913,2021,Monsoon
Medak ,March,0.0,2020,Monsoon
Kamareddy,July,0.0,2020,Summer
Hyderabad,February,15897.07581394155,2020,Summer
Mahbubnagar,August,238610.56226532388,2022,Monsoon
Narayanapet,September,3832.4368087852467,2020,Summer
Medak ,February,824682.986646456,2020,Monsoon
Bhadradri Kothagudem,February,0.0,2020,Autumn
Adilabad,October,36565.12861109565,2019,Winter
Nagarkurnool ,June,0.0,2020,Autumn
Nirmal,July,0.0,2021,Summer
Nizamabad,April,16930.636412971548,2023,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",April,212018.63942844627,2021,Autumn
Mancherial,March,0.0,2020,Autumn
Sangareddy,July,0.0,2021,Summer
Komaram Bheem Asifabad,November,1627.281205377032,2023,Monsoon
Jagtial,November,109412.35296843405,2023,Monsoon
Suryapet,September,0.0,2020,Monsoon
Mulugu,September,10.290134629794904,2020,Winter
Hyderabad,January,25969.734711259698,2020,Autumn
Siddip et,July,0.0,2022,Monsoon
Bhadradri Kothagudem ,August,0.0,2020,Monsoon
Yadadri Bhongir,October,163075.3804725727,2021,Winter
Jagtial,July,99428.305089229,2022,Summer
Komaram Bheem Asifabad,August,2498.902581048681,2019,Autumn
Wanaparthy ,January,0.0,2020,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",September,552108.7142968883,2021,Summer
Warangal (Urban),January,215.62787346313524,2020,Autumn
Nalgonda & Suryapet,December,0.0,2023,Winter
Jogulamba Gadwal ,October,111674.39875466746,2020,Autumn
Jangaon,March,11736.19315276732,2021,Summer
Wanaparthy,February,22258.02767731903,2020,Winter
Nalgonda,September,0.0,2020,Monsoon
Jayashankarnhoopalpally,December,12881.39288506221,2022,Monsoon
Nalgonda,January,0.0,2020,Monsoon
Siddipet,January,0.0,2020,Autumn
Jangaon,May,6339.126818058796,2022,Monsoon
Jagtial,November,0.0,2020,Monsoon
Kamareddy ,August,0.0,2020,Summer
Khammam,March,0.0,2020,Winter
Warangal (Urban),August,8827.718500328485,2020,Summer
Sangareddy ,February,541848.3642709715,2018,Winter
Mulugu,March,67676.45667219243,2021,Summer
Nagarkurnool,May,0.0,2020,Winter
Jagtial ,November,153154.52029862272,2020,Summer
Nalgonda,June,0.0,2022,Summer
Mahabubabad,June,0.0,2020,Autumn
Jangaon,June,0.0,2020,Autumn
Medak,July,16673.269154309466,2021,Monsoon
Komaram Bheem Asifabad,January,0.0,2020,Winter
Wanaparthy ,August,36858.781741687795,2018,Winter
Nirmal,February,0.0,2021,Autumn
Nalgonda,November,0.0,2020,Winter
Adilabad,April,6878.270789025791,2020,Summer
Adilabad,April,0.0,2021,Autumn
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",December,2315700.515896936,2020,Winter
Nizamabad,December,91237.98922679166,2023,Autumn
Karimnagar ,October,3215.2589978859137,2020,Monsoon
Medchal ,November,83801.18298718108,2020,Autumn
Khammam,July,8991.796664863241,2020,Summer
Medchal ,August,82478.8569080704,2020,Summer
Mahbubnagar,September,224466.02026892698,2020,Autumn
Hunmakonda,November,0.0,2022,Autumn
Jangaon,January,6291.899017006456,2022,Summer
Mancherial,September,2781.9283071842997,2020,Summer
Jayashankar Bhoopalpally,August,10407.322691549469,2021,Summer
Nirmal,March,201541.65676247107,2021,Winter
Suryapet,January,0.0,2022,Winter
Adilabad,January,29810.612894609923,2020,Winter
Warangal,May,6451.921844778577,2022,Summer
YadadriBhongir,June,796375.4004561591,2022,Summer
Mahbubnagar,June,197716.22546294847,2020,Summer
Sangareddy ,March,166413.24748329658,2018,Summer
Karimnagar,February,0.0,2021,Summer
Karimnagar ,December,4262.063698173205,2020,Autumn
Nizamabad,March,102487.3113121597,2022,Winter
Jangaon,May,0.0,2022,Monsoon
Warangal,February,5355.096966068621,2020,Monsoon
Nizamabad,July,11793.256247131349,2020,Summer
YadadriBhongir,July,352695.14176069066,2022,Monsoon
Nizamabad,May,0.0,2021,Autumn
Komaram Bheem Asifabad,November,0.0,2020,Monsoon
Sangareddy,November,56348.24710746901,2021,Monsoon
Jagtial,April,0.0,2022,Autumn
Wanaparthy ,October,0.0,2020,Winter
Mahabubabad,April,0.0,2021,Monsoon
Jayashankar Bhoopalpally,April,37390.835095764276,2019,Autumn
Sangareddy ,June,0.0,2020,Monsoon
Sangareddy,May,82276.31429340677,2020,Summer
Komaram Bheem Asifabad,April,0.0,2022,Summer
Medak,November,0.0,2020,Monsoon
Komaram Bheem Asifabad,December,0.0,2022,Monsoon
Medak,May,54178.13269609877,2020,Autumn
Nizamabad,January,9622.87497092573,2021,Winter
Bhadradri Kothagudem ,May,302170.50301787996,2018,Monsoon
Nirmal,May,296166.8920321259,2022,Monsoon
Mancherial,February,10670.886150921195,2022,Monsoon
Nirmal,July,0.0,2020,Monsoon
Wanaparthy,December,0.0,2022,Autumn
Medak ,March,282082.90276607894,2020,Monsoon
Karimnagar ,October,0.0,2020,Monsoon
Nalgonda,April,9350.154929302229,2018,Summer
Nizamabad,February,48215.13427643278,2020,Winter
Sangareddy,August,0.0,2022,Monsoon
Wanaparthy,December,0.0,2022,Autumn
Mahbubnagar,May,0.0,2020,Winter
Medak ,January,0.0,2020,Monsoon
Sangareddy ,September,49393.96879763115,2020,Autumn
Nirmal,March,260392.98513685726,2020,Winter
Nagarkurnool,July,35149.84152348235,2023,Monsoon
Karimnagar ,February,6242.648298665396,2019,Autumn
Peddapalli,December,0.0,2020,Monsoon
Nizamabad,October,9039.831889246858,2019,Winter
Sangareddy ,June,9622.197685416702,2020,Monsoon
Rajanna Sircilla ,December,520884.66974346526,2020,Summer
Khammam,March,0.0,2021,Autumn
Siddipet,September,171956.9385998421,2023,Monsoon
Suryapet,August,0.0,2022,Summer
Bhadradri Kothagudem,May,0.0,2020,Autumn
Sangareddy ,November,0.0,2020,Winter
Narayanpet,January,0.0,2022,Autumn
Medak,January,49580.51568308396,2021,Autumn
Jangann,December,5402.043241149652,2020,Autumn
Mahabubabad,July,2325.820416932897,2023,Winter
Warangal,March,0.0,2021,Monsoon
Nizamabad,March,6603.906225496755,2020,Autumn
Nirmal,June,389034.67561488366,2020,Summer
Warangal (Rural),March,0.0,2022,Autumn
Bhadradri Kothagudem,July,0.0,2020,Summer
Jagtial,April,254254.33178334165,2022,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",April,786398.8410946211,2022,Winter
Mancherial,December,11886.415266169559,2020,Winter
Yadadri Bhongir,June,74121.44345542925,2020,Summer
Adilabad,February,260611.15548670696,2020,Autumn
Sangareddy,May,82187.0296340521,2020,Summer
Narayanapet,January,45086.16189986164,2021,Autumn
Warangal (Rural),June,22035.711490767226,2018,Winter
Kamareddy,August,51.19212252967097,2020,Summer
Adilabad,November,72868.81615065256,2019,Autumn
Medchal ,August,81168.83054909913,2020,Winter
Mancherial,February,0.0,2020,Summer
Medak ,October,17762.459400990923,2020,Winter
Wanaparthy,February,0.0,2022,Winter
Nalgonda & Suryapet,September,0.0,2023,Summer
Karimnagar ,January,10499.253796243695,2019,Summer
Mahabubabad ,July,0.0,2020,Summer
Narayanapet,February,36058.183315309856,2020,Autumn
Nirmal,October,0.0,2020,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",March,282.6437614097474,2020,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",December,1228.3927139945802,2020,Monsoon
Warangal (Rural),March,27077.360185311656,2020,Summer
Peddapalli,July,1521.5759733747354,2022,Winter
Jogulamba Gadwal,June,0.0,2020,Summer
Medak,December,0.0,2021,Winter
Mababubnagar,March,0.0,2023,Summer
Sangareddy,August,65878.44463074948,2021,Monsoon
Narayanpet,July,0.0,2022,Winter
Khammam,July,19551.22143643823,2021,Winter
Narayanapet,July,0.0,2023,Autumn
Jangann,July,4543.972763776803,2023,Winter
Karimnagar ,March,0.0,2020,Autumn
Bhadradri Kothagudem,March,0.0,2022,Summer
Jayashankar Bhoopalpally,August,10756.900334607873,2021,Monsoon
Suryapet,December,0.0,2020,Autumn
Nalgonda & Suryapet,August,0.0,2023,Winter
Jogulamba Gadwal ,August,0.0,2020,Autumn
Wanaparthy ,January,0.0,2020,Summer
Adilabad,February,0.0,2020,Winter
Nirmal,August,0.0,2020,Monsoon
Vikarabad,December,84846.79062229552,2020,Monsoon
Bhadradri Kothagudem ,June,14695.962634059822,2020,Autumn
Nizamabad,October,27556.846596560645,2022,Autumn
Kamareddy ,February,43.84476684227057,2020,Monsoon
Medak,September,0.0,2021,Summer
Mancherial,January,0.0,2022,Monsoon
Medak ,August,0.0,2020,Monsoon
Medak,June,0.0,2021,Monsoon
Bhadradri Kothagudem ,September,0.0,2020,Summer
Hanumakonda,October,40119.123484473384,2021,Summer
Jangann,October,0.0,2020,Summer
Siddipet,January,182006.9030988298,2021,Winter
Medak,January,12813.557015179184,2022,Winter
Adilabad,November,27484.28689649181,2020,Autumn
Mahbubnagar,January,44.05660233501129,2020,Winter
Nalgonda & Suryapet,February,0.0,2020,Summer
Nirmal,September,0.0,2023,Autumn
Jogulamba Gadwal ,September,118689.66335795044,2018,Monsoon
Medchal ,March,86060.48821795479,2020,Summer
Wanaparthy,January,23477.644587222367,2021,Summer
Mancherial,September,0.0,2023,Winter
Nagarkurnool ,October,0.0,2020,Summer
Bhadradri Kothagudem,October,0.0,2021,Autumn
Rajarina Sircilla,April,483107.8367730383,2020,Summer
Suryapet,January,0.0,2020,Monsoon
Rajanna Sircilla ,July,60006.18522049392,2020,Monsoon
Narayanapet,July,12229.243484978164,2022,Monsoon
Medak ,September,15225.755276826732,2020,Monsoon
Suryapet,January,0.0,2021,Summer
Narayanpet,January,0.0,2022,Summer
Mancherial,December,12862.32820069425,2020,Winter
Mancherial,June,0.0,2020,Summer
Rajanna Sircilla ,August,110300.7499381149,2020,Monsoon
Jayashankar Bhoopalpally,October,14472.514927864047,2020,Autumn
Nalgonda & Suryapet,March,11147.27562557814,2020,Monsoon
Nirmal,April,0.0,2020,Monsoon
Narayanpet,December,0.0,2020,Autumn
Sangareddy ,August,0.0,2020,Summer
Nirmal,November,260352.07357667296,2019,Winter
Wanaparthy,April,0.0,2020,Summer
Sangareddy,July,0.0,2020,Monsoon
Bhadradri Kothagudem,July,115914.5060627544,2023,Monsoon
Yadadri Bhongir,July,0.0,2020,Summer
Suryapet,June,0.0,2020,Summer
Warangal,May,6586.150675907864,2020,Winter
Nizamabad,November,10789.794258186203,2020,Monsoon
Nagarkurnool,July,0.0,2022,Summer
Mahbubnagar,June,189492.56575600602,2022,Summer
Jogulamha Gadwal,November,44687.36568166477,2023,Monsoon
Karimnagar,May,584.3510794697721,2021,Winter
Komaram Bheem Asifabad,January,0.0,2020,Winter
Narayanapet,February,0.0,2020,Winter
Jagtial,January,0.0,2022,Monsoon
Warangal,November,0.0,2021,Summer
Mahbubnagar,December,208064.83991185483,2020,Winter
Sangareddy ,November,142967.41270317088,2020,Summer
Mahabubabad ,July,0.0,2020,Summer
Karimnagar,November,0.0,2020,Summer
Bhadradri Kothagudem ,October,329628.7046961591,2018,Monsoon
Jangann,January,5351.629786742026,2023,Autumn
Hunmakonda,December,38309.74012421033,2022,Winter
Rajarina Sircilla,April,486660.9047807795,2020,Summer
Medak,October,0.0,2020,Winter
Adilabad,September,0.0,2021,Summer
Nizamabad,July,0.0,2022,Summer
Hyderabad,January,1120842.5749901014,2020,Monsoon
Nalgonda & Suryapet,June,14160.924779201505,2023,Monsoon
